Id,Score,Body,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ViewCount,OK
1749064,80,"<p>The obvious answer is to use <code>Charset.defaultCharset()</code> but we recently found out that this might not be the right answer. I was told that the result is different from real default charset used by java.io classes in several occasions. Looks like Java keeps 2 sets of default charset. Does anyone have any insights on this issue?</p>

<p>We were able to reproduce one fail case. It's kind of user error but it may still expose the root cause of all other problems. Here is the code,</p>

<pre><code>public class CharSetTest {

    public static void main(String[] args) {
        System.out.println(""Default Charset="" + Charset.defaultCharset());
        System.setProperty(""file.encoding"", ""Latin-1"");
        System.out.println(""file.encoding="" + System.getProperty(""file.encoding""));
        System.out.println(""Default Charset="" + Charset.defaultCharset());
        System.out.println(""Default Charset in Use="" + getDefaultCharSet());
    }

    private static String getDefaultCharSet() {
        OutputStreamWriter writer = new OutputStreamWriter(new ByteArrayOutputStream());
        String enc = writer.getEncoding();
        return enc;
    }
}
</code></pre>

<p>Our server requires default charset in Latin-1 to deal with some mixed encoding (ANSI/Latin-1/UTF-8) in a legacy protocol. So all our servers run with this JVM parameter,</p>

<pre><code>-Dfile.encoding=ISO-8859-1
</code></pre>

<p>Here is the result on Java 5,</p>

<pre><code>Default Charset=ISO-8859-1
file.encoding=Latin-1
Default Charset=UTF-8
Default Charset in Use=ISO8859_1
</code></pre>

<p>Someone tries to change the encoding runtime by setting the file.encoding in the code. We all know that doesn't work. However, this apparently throws off defaultCharset() but it doesn't affect the real default charset used by OutputStreamWriter.</p>

<p>Is this a bug or feature?</p>

<p>EDIT: The accepted answer shows the root cause of the issue. Basically, you can't trust defaultCharset() in Java 5, which is not the default encoding used by I/O classes. Looks like Java 6 corrects this issue.</p>
",How to Find the Default Charset/Encoding in Java?,<java><encoding><character-encoding>,6,6,25,211887,1
1749464,11,"<p>I want to use hibernate with MS Access. Which dialect should I use and can you give me a sample hibernate configuration file with MS Access?</p>
",How can I use hibernate with MS Access?,<java><database><hibernate><ms-access><orm>,5,3,4,21282,0
1751495,16,"<p>My project used to be fine - errors showed up in the file margin, the editor breadcrumb, the problems view and in the package explorer tree as little red X marks.</p>

<p>Somewhat spontaneously though, it's stopped working properly.</p>

<p>If I introduce an error into my code, it shows up in the file margin, and nowhere else. It takes a 'project clean' to make the red X's show up elsewhere.</p>

<p>Then if I fix the problem, the error is cleared from the file margin but the red marks persist elsewhere until I do another clean.</p>

<p>Why is it no longer showing errors properly in an automatic way?</p>

<p>I'm using Eclipse 3.5</p>
",Why do errors no longer appear in Eclipse's package explorer?,<java><eclipse><ide><eclipse-3.5>,6,0,5,15161,0
9397475,18,"<p><code>System.out.println(Integer.MAX_VALUE + 1 == Integer.MIN_VALUE);</code></p>

<p>is true.</p>

<p>I understand that integer in Java is 32 bit and can't go above 2^31-1, but I can't understand why adding 1 to its MAX_VALUE results in MIN_VALUE and not in some kind of exception. Not mentioning something like transparent conversion to a bigger type, like Ruby does.</p>

<p>Is this behavior specified somewhere? Can I rely on it?</p>
",why Integer.MAX_VALUE + 1 == Integer.MIN_VALUE?,<java><integer><integer-overflow><twos-complement><jls>,8,4,3,23173,1
1752607,64,"<p>I'm about to commit an ugly temporary hack in order to work around a blocking issue while we wait for an external resource to be fixed.  Aside from marking it with a big scary comment and a bunch of FIXMEs, I'd love to have the compiler throw an obvious warning message as a reminder so we don't forget to take this out.  For example, something like:</p>

<pre><code>[javac] com.foo.Hacky.java:192: warning: FIXME temporary hack to work around library bug, remove me when library is fixed!
</code></pre>

<p>Is there a way I can cause an intentional compiler warning with a message of my choosing?  Failing that, what's the easiest thing to add to the code to throw an existing warning, with perhaps a message in a string on the offending line so it gets printed in the warning message?</p>

<p>EDIT:
Deprecated tags don't seem to be doing anything for me:</p>

<pre><code>/**
 * @deprecated ""Temporary hack to work around remote server quirks""
 */
@Deprecated
private void doSomeHackyStuff() { ... }
</code></pre>

<p>No compiler or runtime errors in eclipse or from sun javac 1.6 (running from ant script), and it's definitely executing the function.</p>
",How to intentionally cause a custom java compiler warning message?,<java><compiler-warnings><javac>,11,2,39,21890,1
17408483,26,"<p>I'm using the J2EE bundle of Eclipse Kepler, and I'm working with Git. </p>

<p>I'm also using <a href=""http://sourceforge.net/projects/gitextensions/"" rel=""noreferrer"">git-extension</a> as a UI to git, and I wouldn't trade it for anything else, so for me egit is just an annoyance that brings information that I don't want on my screen.</p>

<p>How can I permanently remove it from eclispe ?</p>
",How to remove EGIT from Eclipse Kepler?,<java><egit><eclipse-kepler>,3,0,5,14970,0
17408769,49,"<p>I am trying to run a Java application, but getting this error: </p>

<p><code>java.lang.ClassNotFoundException:</code> </p>

<p>After the colon comes the location of the class that is missing. However, I know that that location does not exist since the class is located elsewhere. How can I update the path of that class? Does it have something to do with the class path?</p>
",How do I resolve ClassNotFoundException?,<java><class><classpath><classnotfoundexception>,13,3,13,358774,1
1849972,8,"<p>I'd like to kill threads that are stuck in deadlock state. First, we can <a href=""https://stackoverflow.com/questions/217113/deadlock-in-java"">detect thread ids in deadlock state</a> using the <code>findDeadlockedThreads()</code> method of the <code>ThreadMXBean</code> class in <code>java.lang.management</code>.</p>

<p>Then, I'd like to kill the threads by thread ids, and thus I have two related questions: <br/>
(1) How to get the control of a thread by thread id? <br/>
(2) How to kill a blocked thread? I think that invokting interrupt() method will give an exception to the thread and will kill the thread.</p>
",How to kill deadlocked threads in Java?,<java><multithreading><deadlock><interrupt>,3,4,2,8177,1
9445973,8,"<p>I want to be notified when a <a href=""http://docs.oracle.com/javase/7/docs/api/java/nio/channels/SocketChannel.html""><code>SocketChannel</code></a> has its <a href=""http://docs.oracle.com/javase/7/docs/api/java/nio/channels/spi/AbstractInterruptibleChannel.html#close%28%29""><code>close</code></a> method called. My first thought was to create a wrapper which notifies a listener when the <code>implCloseSelectableChannel</code> method is called (since the <code>close</code> method itself is declared <code>final</code> in <code>AbstractInterruptibleChannel</code>). This solution works, but when I tried to register it with a <code>Selector</code> I would get an <code>IllegalSelectorException</code> because of the following check in <code>SelectorImpl</code>:</p>

<pre><code>/*     */   protected final SelectionKey register(AbstractSelectableChannel paramAbstractSelectableChannel, int paramInt, Object paramObject)
/*     */   {
/* 128 */     if (!(paramAbstractSelectableChannel instanceof SelChImpl))
/* 129 */       throw new IllegalSelectorException();
</code></pre>

<p>Now I can't override the <code>register</code> method to delegate to the wrapped <code>SocketChannel</code> because it's declared <code>final</code> in <code>AbstractSelectableChannel</code> and I can't implement <code>SelChImpl</code> because it has default visibility in the <code>sun.nio.ch</code> package. The only way I can see to proceed from here would be to make my own <code>SelectorProvider</code> and <code>Selector</code>, but that seems like overkill for something so simple.</p>

<p>Is there an easier way to be notified when a <code>SocketChannel</code> has been closed or do I need to rethink my program design?</p>

<p><code>SocketChannelWrapper</code> example:</p>

<pre><code>import java.io.IOException;
import java.net.InetAddress;
import java.net.InetSocketAddress;
import java.net.Socket;
import java.net.SocketAddress;
import java.net.SocketOption;
import java.net.UnknownHostException;
import java.nio.ByteBuffer;
import java.nio.channels.SelectionKey;
import java.nio.channels.Selector;
import java.nio.channels.ServerSocketChannel;
import java.nio.channels.SocketChannel;
import java.util.Iterator;
import java.util.Set;

public class SocketChannelWrapper extends SocketChannel {
    private static interface CloseListener {
        public void socketChannelClosed(SocketChannel channel);
    }

    private final SocketChannel socket;
    private final CloseListener listener;

    public SocketChannelWrapper(SocketChannel socket, CloseListener l) {
        super(socket.provider());
        this.socket = socket;
        listener = l;
    }

    @Override
    public SocketAddress getLocalAddress() throws IOException {
        return socket.getLocalAddress();
    }

    @Override
    public &lt;T&gt; T getOption(SocketOption&lt;T&gt; name) throws IOException {
        return socket.getOption(name);
    }

    @Override
    public Set&lt;SocketOption&lt;?&gt;&gt; supportedOptions() {
        return socket.supportedOptions();
    }

    @Override
    public SocketChannel bind(SocketAddress local) throws IOException {
        return socket.bind(local);
    }

    @Override
    public &lt;T&gt; SocketChannel setOption(SocketOption&lt;T&gt; name, T value)
            throws IOException {
        return socket.setOption(name, value);
    }

    @Override
    public SocketChannel shutdownInput() throws IOException {
        return socket.shutdownInput();
    }

    @Override
    public SocketChannel shutdownOutput() throws IOException {
        return socket.shutdownOutput();
    }

    @Override
    public Socket socket() {
        return socket.socket();
    }

    @Override
    public boolean isConnected() {
        return socket.isConnected();
    }

    @Override
    public boolean isConnectionPending() {
        return socket.isConnectionPending();
    }

    @Override
    public boolean connect(SocketAddress remote) throws IOException {
        return socket.connect(remote);
    }

    @Override
    public boolean finishConnect() throws IOException {
        return socket.finishConnect();
    }

    @Override
    public SocketAddress getRemoteAddress() throws IOException {
        return socket.getRemoteAddress();
    }

    @Override
    public int read(ByteBuffer dst) throws IOException {
        return socket.read(dst);
    }

    @Override
    public long read(ByteBuffer[] dsts, int offset, int length)
            throws IOException {
        return socket.read(dsts, offset, length);
    }

    @Override
    public int write(ByteBuffer src) throws IOException {
        return socket.write(src);
    }

    @Override
    public long write(ByteBuffer[] srcs, int offset, int length)
            throws IOException {
        return socket.write(srcs, offset, length);
    }

    @Override
    protected void implCloseSelectableChannel() throws IOException {
        socket.close();
        listener.socketChannelClosed(this);
    }

    @Override
    protected void implConfigureBlocking(boolean block) throws IOException {
        socket.configureBlocking(block);
    }

    public static void main(String[] args) throws UnknownHostException,
            IOException {
        final Selector selector = Selector.open();
        Thread t = new Thread(new Runnable() {
            @Override
            public void run() {
                while (true) {
                    try {
                        selector.select();
                        Iterator&lt;SelectionKey&gt; itr = selector.selectedKeys()
                                .iterator();
                        while (itr.hasNext()) {
                            SelectionKey key = itr.next();
                            itr.remove();

                            if (key.isValid()) {
                                if (key.isAcceptable()) {
                                    ((ServerSocketChannel) key.channel())
                                            .accept();
                                }
                            }
                        }
                    } catch (IOException e) {
                        e.printStackTrace();
                    }
                }
            }
        });
        t.setDaemon(true);

        ServerSocketChannel server = ServerSocketChannel.open().bind(
                new InetSocketAddress(1234));
        server.configureBlocking(false);

        server.register(selector, SelectionKey.OP_ACCEPT);
        t.start();

        SocketChannel socket = new SocketChannelWrapper(
                SocketChannel.open(new InetSocketAddress(InetAddress
                        .getLocalHost(), 1234)), new CloseListener() {
                    @Override
                    public void socketChannelClosed(SocketChannel channel) {
                        System.out.println(""Socket closed!"");
                    }
                });
        socket.configureBlocking(false);
        // socket.close(); //prints out ""Socket closed!""
        socket.register(selector, SelectionKey.OP_READ);
    }
}
</code></pre>
",How to be notified when a SocketChannel is closed?,<java><wrapper><nio>,2,0,2,5201,0
1850742,11,"<p>I'm not quite understanding why there are finalizers in languages such as java and c#. AFAIK, they:</p>

<ul>
<li>are not guaranteed to run (in java)</li>
<li>if they do run, they may run an arbitrary amount of time after the object in question becomes a candidate for finalization</li>
<li>and (at least in java), they incur an amazingly huge performance hit to even stick on a class.</li>
</ul>

<p>So why were they added at all? I asked a friend, and he mumbled something about ""you want to have every possible chance to clean up things like DB connections"", but this strikes me as a bad practice. Why should you rely on something with the above described properties for <em>anything</em>, even as a last line of defense? Especially when, if something similar was designed into any API, said API would get laughed out of existence.</p>
",Why are there finalizers in java and c#?,<c#><java><language-features><finalizer>,9,2,2,999,1
25395016,9,"<p>I see examples on the internet for adding a row to a TableView, for example using the Person class in the <a href=""http://docs.oracle.com/javafx/2/ui_controls/table-view.htm"">Oracle documentation</a>.</p>

<p>But I have a variable number of columns, so I can't bind to a Person (or any other) bean business object.</p>

<p>The Oracle example goes on to show how to bind columns to property names, but for that, it only shows how to add columns, but not rows.</p>

<p>My question is, can someone point me to a Hello, World example of dynamically adding arbitrary columns and/or rows to a JavaFX 8 TableView?</p>
",How can I add rows and columns to a JavaFX 8 TableView,<java><tableview><javafx-8>,2,4,,21103,0
1852393,8,"<p>In <strong>C</strong> as we know the size of data types (ex. int) can vary depending on compiler / hardware.</p>

<p>But why the size of data types is constant in java language? Why don't we have the flexibility for different data type size in java depending on compiler?</p>
",Why java has fixed data type size unlike C,<java><types><size><primitive-types>,8,1,,2839,1
